,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
415,3m0jiOJfxIqGGsRKMOA2uQ,Canyon City,Wish List,Wish List,46,212760,FALSE,0.307,0.11,1,-15.253,1,0.0388,0.733,6.04E-06,0.111,0.32,201.008,3,acoustic
416,6IiFTtc2ipIXW5HzwFzOjh,Chord Overstreet,Beautiful Disaster,Beautiful Disaster,41,241758,FALSE,0.3,0.27,8,-14.397,0,0.0371,0.9,4.47E-05,0.1,0.214,144.589,4,acoustic
417,2JI53ZVCxMucM68UpCtZ5C,Wayne Mack,Fake a smile,Fake a smile,57,169600,FALSE,0.731,0.191,0,-11.359,1,0.122,0.735,0.671,0.131,0.274,149.91,4,acoustic
418,5NqGfELjcdvRIUuhgZJ34W,Aimyon,Momentary Sixth Sense,Marigold,50,306626,FALSE,0.545,0.745,2,-3.098,1,0.0286,0.0452,0,0.0907,0.413,106.094,4,acoustic
419,0Bv0qHGKNiwzDtHzXrjmIn,Sungha Jung,Irony,River Flows In You,42,214466,FALSE,0.356,0.23,6,-16.957,0,0.0519,0.923,0.801,0.112,0.11,129.532,4,acoustic
420,7z2DKGAsPPdxOwTzMaVYD4,Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),Kill Me Pretty,47,160466,FALSE,0.432,0.796,7,-7.262,1,0.0606,0.000153,0.00209,0.266,0.271,141.868,4,acoustic
421,2XW4AAjfBQTzp7Oe1tU702,Us The Duo,No Matter Where You Are,No Matter Where You Are,55,178826,FALSE,0.693,0.664,4,-5.852,1,0.0336,0.0309,0,0.223,0.436,132.059,4,acoustic
422,7Afr3PKTtlFGHGiXYgnv6P,Ben Rector,The Walking in Between,I Like You,56,138506,FALSE,0.624,0.334,3,-11.89,1,0.0391,0.321,3.27E-06,0.113,0.397,157.92,4,acoustic
423,5CijCh8uOTWZO9DQpYwAXw,Parachute,Losing Sleep,The Mess I Made,49,230613,FALSE,0.423,0.572,6,-5.109,1,0.0347,0.0158,0,0.231,0.17,165.394,4,acoustic
424,6xAjAocTRpKamQlCy50RRQ,Zee Avi,Zee Avi's Nightlight,Dream a Little Dream of Me,50,111842,FALSE,0.555,0.0879,0,-12.141,1,0.0477,0.968,0,0.096,0.428,84.174,4,acoustic
425,0voYwjeuMfvXlF76oesZKu,Joshua Radin,"Here, Right Now","Here, Right Now",56,183213,FALSE,0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,4,acoustic
426,6xMm545wcSYbhNFB2Jr2EP,Boyce Avenue,Wonderful Tonight,Wonderful Tonight,52,220507,FALSE,0.671,0.299,7,-10.582,1,0.0284,0.753,1.71E-06,0.0975,0.286,95.008,4,acoustic
427,7pq5vONxrAy8T773nhkiW3,Gabrielle Aplin,English Rain,Salvation,50,248506,FALSE,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,4,acoustic
428,2dS2710jYUM8gE2V1KC3uG,Jon Bryant,Twenty Something,Wilderness,53,269986,FALSE,0.499,0.209,3,-16.668,1,0.0305,0.882,0.00491,0.088,0.138,82.892,4,acoustic
429,2jcdviEbZPIpwM10JBQNYc,Masaharu Fukuyama,Calling,恋人 (Original Version),33,272773,FALSE,0.649,0.336,7,-12.053,1,0.0299,0.27,0,0.137,0.47,71.967,4,acoustic
430,6wVxhM5GJiZCro0xPWox6g,Bailey Pelkman;Randy Rektor,Acoustic Duets,I Just Called To Say I Love You,54,189646,FALSE,0.746,0.257,0,-9.878,1,0.0312,0.772,0,0.107,0.348,132.032,4,acoustic
431,7oyFihJppZYPP7o0NfoHnZ,A Great Big World;Christina Aguilera,Particles,Fall on Me,50,262820,FALSE,0.393,0.268,9,-6.741,1,0.0385,0.697,0,0.11,0.225,110.456,4,acoustic
432,2a0WwSvmFdXPTdDMilPA1y,John Frusciante,Shadows Collide With People,Song To Sing When I'm Lonely,54,195213,FALSE,0.629,0.673,6,-4.379,1,0.0262,0.294,0.0109,0.139,0.419,114.243,4,acoustic
433,0vxlqUrmgsiyAWOHaAfnSK,Ron Pope,Daylight,A Drop In the Ocean,55,228311,FALSE,0.458,0.363,5,-6.473,1,0.032,0.892,3.79E-06,0.155,0.492,134.252,3,acoustic
434,78ylzQxu8Ht3gbFq5hI9Vo,Tres Hermanas,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,32,155792,FALSE,0.452,0.268,8,-9.405,1,0.0311,0.961,2.85E-05,0.119,0.265,66.805,4,acoustic
435,1BZnc6VaggPnrQyjem5Dpf,Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,Message (Original Version),33,256506,FALSE,0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97E-06,0.318,0.589,126.764,4,acoustic
436,2K3jLUSLeHrPMA3nKvP1jT,Matt Johnson,"Acoustic Hits, Vol. 3",Beautiful In White,50,240000,FALSE,0.619,0.278,4,-7.072,1,0.0267,0.836,0,0.121,0.233,129.948,4,acoustic
437,674WNL7f5Xo8XxtipzB3ao,The Mayries,#Acoustic #2,Heaven Is a Place on Earth,56,193333,FALSE,0.634,0.176,0,-14.703,1,0.0307,0.931,1.60E-06,0.136,0.335,107.974,4,acoustic
438,73Nw51XTNstlk3Wu1K26cB,Stephen Speaks,No More Doubt,Passenger Seat (Acoustic),63,273066,FALSE,0.549,0.437,7,-8.64,1,0.0313,0.682,1.59E-05,0.224,0.688,153.604,4,acoustic
439,5OWl1kO0gRlPxmp1wFyIWZ,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed - Humming Version,48,162309,FALSE,0.292,0.339,7,-13.153,1,0.032,0.923,0.879,0.111,0.343,100.69,4,acoustic
440,5QjuTblPokfD03fkfHUuVK,Dave Van Ronk,Folksinger,"Hang Me, Oh Hang Me",54,190106,FALSE,0.504,0.0273,2,-21.441,1,0.0415,0.931,1.10E-05,0.109,0.395,120.24,4,acoustic
441,2oLaalXlOgiJ70CaI992BA,John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,The Afterglow,31,319320,FALSE,0.636,0.869,6,-5.095,0,0.0284,0.129,0.0554,0.272,0.369,124.183,4,acoustic
442,0rQ146AWbwiDC1DheKXJxm,Frank Turner,West Coast vs. Wessex,Eat the Meek,31,237093,FALSE,0.486,0.913,5,-6.416,1,0.0616,2.45E-05,0.289,0.225,0.334,136.073,4,acoustic
443,5ZUObJNpVt2l9GogUSfALc,Joy Williams,Front Porch,The Trouble with Wanting,60,235586,FALSE,0.396,0.198,2,-9.096,1,0.031,0.912,0,0.0972,0.19,138.624,3,acoustic
444,1jyddn36UN4tVsJGtaJfem,Ray LaMontagne,Gossip In The Grain,You Are the Best Thing,67,231840,FALSE,0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99E-05,0.172,0.885,170.593,4,acoustic
445,73JI06Eznb1N22KHpo3HL7,Mischief Brew,Bacchanal 'N' Philadelphia,Boycott Me!,33,163666,FALSE,0.684,0.509,4,-7.608,1,0.0334,0.571,0,0.402,0.69,132.297,4,acoustic
446,0YG5wOXVpvNUyPihvr1zsa,Days N Daze;Freddie Boatright,Crustfall,To Risk to Live,32,122026,TRUE,0.623,0.567,10,-7.779,1,0.037,0.831,6.44E-06,0.104,0.929,129.949,4,acoustic
447,0wKt65XM5Wit3QH7lZtESU,The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 1",31,165799,FALSE,0.228,0.574,4,-7.959,0,0.0421,0.517,0.00148,0.128,0.389,182.379,4,acoustic
448,6339iq4yAm87arKgnNc922,Zee Avi,Acoustic Christmas Campfire,No Christmas For Me,0,160666,FALSE,0.809,0.313,9,-12.182,1,0.0428,0.876,0,0.112,0.35,114.955,4,acoustic
449,6mFsYlDjG2Esy5hXhNy78t,Get Dead,Tall Cans & Loose Ends,This One's for Johnny,31,195640,FALSE,0.482,0.772,1,-5.128,1,0.0318,0.0265,0,0.269,0.586,129.91,4,acoustic
450,7c0YUDcJreOv1OoBGf1KdH,Highland Peak,Graveyard,Graveyard - Acoustic,45,254296,FALSE,0.425,0.249,4,-12.219,0,0.0355,0.87,0.00175,0.124,0.235,123.632,4,acoustic
451,3V0NxWbbUTa3BUAnchm11i,Ichiko Aoba,amuletum bouquet,bouquet,56,256361,FALSE,0.298,0.044,5,-20.176,1,0.035,0.983,0.124,0.101,0.115,85.708,4,acoustic
452,3c8k1iPo45JM4fKvIfumwh,Aoi Teshima,Highlights from Aoi Works II,こころをこめて,45,297266,FALSE,0.468,0.254,6,-11.839,1,0.0303,0.938,0.000442,0.107,0.242,135.862,4,acoustic
453,5oDDFjWMz0KiMmRzWSFfQ6,AcousticTrench,Paradise,Paradise,42,170125,FALSE,0.507,0.191,5,-16.342,1,0.0408,0.99,0.933,0.108,0.221,132.131,4,acoustic
454,5TIXBnwtMYwgC9yc1QjFp7,Parachute,Parachute,Better,46,273026,FALSE,0.515,0.249,8,-10.108,0,0.044,0.793,0,0.102,0.213,108.89,5,acoustic
455,4GiLKZ6Fd3d5UMJMGuzAA0,Matt Nathanson,American Wedding,Laid,50,182826,FALSE,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61E-05,0.213,0.744,119.862,4,acoustic
456,6cYx8rBh13laBDAzvD7VrH,Lee DeWyze,Oil & Water,Same For You,45,217373,FALSE,0.635,0.433,11,-7.682,0,0.029,0.86,0.43,0.0877,0.489,130.111,4,acoustic
457,1jUyxF7NmNXGlZQDVw40O8,Clementine Duo,2U (Acoustic Version),2U - Acoustic Version,56,208102,FALSE,0.657,0.192,10,-13.108,0,0.0365,0.894,0,0.157,0.305,130.087,4,acoustic
458,4G8wt3fUBpgBjI35TBF2eQ,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,43,241120,FALSE,0.459,0.14,9,-15.482,1,0.0367,0.895,0.00565,0.138,0.146,128.904,4,acoustic
459,4eSOx2FzrVXpKmtssY59LB,Brandon Chase,I'll Say I Do,I'll Say I Do,39,235000,FALSE,0.391,0.31,7,-8.706,1,0.0268,0.614,3.60E-06,0.1,0.295,83.46,4,acoustic
460,0YhsOegsemgmT7ZHdWheUy,Bailey Jehl,Anyone,Anyone,53,172766,FALSE,0.371,0.208,11,-13.167,1,0.0462,0.912,0,0.105,0.309,199.805,4,acoustic
461,1WSF2SjtfkV8LjTlF8uCZH,Gabrielle Aplin,English Rain,Start of Time,45,239855,FALSE,0.453,0.461,0,-9.328,0,0.0329,0.165,0,0.109,0.0844,106.84,5,acoustic
462,6pTZ8Oy1xGKGCE4saVScoy,Zack Tabudlo,In The Mood For Love,Give Me Your Forever,32,244800,FALSE,0.627,0.363,8,-8.127,1,0.0291,0.279,0,0.0928,0.301,99.905,4,acoustic
463,4efRaNW2VgDf3pjbm8y4tr,Bailey Jehl,Heat Waves,Heat Waves,53,141286,FALSE,0.706,0.248,11,-12.724,1,0.0386,0.879,0,0.101,0.401,125.515,4,acoustic
464,4khjcb6Mpegp1N596VVyf6,Clementine Duo,There She Goes,There She Goes,54,145514,FALSE,0.724,0.28,9,-12.788,1,0.0303,0.755,0,0.326,0.527,106.966,4,acoustic
465,1WiVvolTPvAsVOd64HZi4X,Joshua Hyslop,Wells,Wells,51,223386,FALSE,0.535,0.444,6,-11.212,1,0.0291,0.669,0.0278,0.104,0.217,83.99,4,acoustic
466,1YnLthg0HOs8YTzgN5hVh2,Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,55,136542,FALSE,0.658,0.125,8,-15.901,1,0.0323,0.877,0,0.287,0.507,106.686,4,acoustic
467,0N7UyDRbyHe2L63ilYDcRK,Andrew Foy;Renee Foy,Afterglow,Afterglow,33,211358,FALSE,0.711,0.168,0,-16.504,1,0.0367,0.868,1.99E-05,0.114,0.299,109.937,4,acoustic
468,5EndcDV7pcbLO4jE2GBZwC,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Burn The Rain,55,76453,FALSE,0.504,0.415,8,-19.308,0,0.121,0.879,0.494,0.35,0.626,114.263,4,acoustic
469,0MjXRAftpVBuNGYsNV1obJ,Us The Duo,Just Love,Already Mine,46,273126,FALSE,0.309,0.175,8,-11.816,1,0.0331,0.913,6.15E-05,0.118,0.198,155.69,3,acoustic
470,2O16qeSdWeec3Kte6TKW9p,Hanare Gumi,オアシス,きみはぼくのともだち,30,268736,FALSE,0.628,0.027,11,-13.64,0,0.0485,0.944,0.0006,0.0909,0.203,122.007,4,acoustic
471,1W5j84OLhShyEIJEwaLzaU,Gabrielle Aplin,Never Be the Same,Never Be the Same,46,205658,FALSE,0.49,0.674,1,-7.276,1,0.0322,0.19,0.000143,0.0634,0.288,122.807,4,acoustic
472,3KAQ4xe2sR6IiltZw8HSA5,Austin Basham,You and Me for Now,All Is Well,60,256680,FALSE,0.316,0.413,11,-12.216,1,0.0334,0.856,0.00245,0.143,0.245,155.69,4,acoustic
473,60wxK3idlzc3lykP8cYZ2l,Gabrielle Aplin,Dear Happy,My Mistake,51,265386,FALSE,0.47,0.271,6,-7.636,1,0.0342,0.799,0,0.119,0.0943,145.902,4,acoustic
474,2O7FC4XbIrJ6Ib8bsq0FYC,Us The Duo,Us,Near Or Far,47,219306,FALSE,0.515,0.317,9,-10.286,1,0.0283,0.816,0,0.0973,0.512,79.91,4,acoustic
475,1CYBnHYYbOAsuDCGa0zrw0,Drew Holcomb & The Neighbors,Without a Light,Without a Light,60,142200,FALSE,0.493,0.435,7,-12.334,1,0.0423,0.656,0.000327,0.118,0.485,87.952,4,acoustic
476,1ytsxlw6P6gsCc3RrYweyj,Parachute,Wide Awake,Lonely With Me,51,218813,FALSE,0.589,0.809,7,-5.6,1,0.0283,0.0479,0,0.116,0.628,87.013,4,acoustic
477,37bc0lXXN8Udi7IPwL58Hn,Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",Time After Time,60,222250,FALSE,0.313,0.321,8,-8.713,1,0.0352,0.746,0,0.0948,0.243,53.845,4,acoustic
478,5IGYPdHMSG4PLXDS9LDPJS,Eastmountainsouth,Eastmountainsouth,So Are You To Me,52,117760,FALSE,0.302,0.0783,2,-14.968,1,0.0325,0.956,9.88E-05,0.12,0.231,140.485,5,acoustic
479,53iFMaNUXn6Oj8hUIKSO5a,Peter Bradley Adams,A Face Like Mine,My Arms Were Always Around You,54,200800,FALSE,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,4,acoustic
480,68KCwQ2PNKNT17sEx32DEG,The Civil Wars,Barton Hollow,Dance Me to the End of Love - Bonus,52,185053,FALSE,0.482,0.178,2,-11.141,0,0.0292,0.843,2.46E-06,0.15,0.298,110.128,4,acoustic
481,27wq82gy6a868oA5HNLRGv,Eddie Vedder,Into The Wild (Music For The Motion Picture),Photographs,51,60413,FALSE,0.539,0.353,3,-10.191,1,0.0464,0.571,0.626,0.0877,0.321,54.571,4,acoustic
482,24M6MHeugm1sHHNzCP5eV4,Suy Galvez,Bossa Best,Baby Now That I Found You,30,244813,FALSE,0.707,0.531,2,-7.21,1,0.0245,0.855,0.000182,0.175,0.49,107.994,4,acoustic
483,5DZVpQguB5TGP3MdkN3JSP,Suy Galvez,Bossa Best,Right Here Waiting,30,169733,FALSE,0.707,0.467,2,-7.511,1,0.0367,0.832,5.33E-06,0.114,0.478,110.096,4,acoustic
484,2HUZVffVPXvqnrml0gXggp,Howlin' Wolf,Moanin' In The Moonlight,Smokestack Lightnin',62,188400,FALSE,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,4,acoustic
485,2PTzfXh5Ut3hjRrWGyafz6,Stephen Speaks,No More Doubt,Passenger Seat,64,274480,FALSE,0.523,0.554,7,-7.596,1,0.0303,0.749,3.29E-06,0.323,0.769,152.979,4,acoustic
486,5MTsZG10E0hTvAkdioyPnw,Buddy Guy;Bonnie Raitt,Feels Like Rain,Feels Like Rain (feat. Bonnie Raitt),57,275266,FALSE,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,4,acoustic
487,2AN3wNGUW0IgzfuurtVEDS,Mance Lipscomb,The Best of Mance Lipscomb,Sugar Babe,31,124400,FALSE,0.554,0.4,3,-11.806,1,0.0699,0.979,0.348,0.102,0.547,101.191,4,acoustic
488,7jIAttgQTpLDoNtykIQXjH,Violent Femmes,Violent Femmes,Blister In The Sun,71,145706,FALSE,0.726,0.537,0,-8.896,1,0.114,0.316,0,0.0707,0.882,96.889,4,acoustic
489,353rT3h7ABEWWBe6Hr7EZD,Days N Daze,The Oogle Deathmachine,"Little Blue Pills, Pt. 2",31,265195,TRUE,0.501,0.672,2,-10.225,0,0.0637,0.674,0.000162,0.0674,0.961,122.041,4,acoustic
490,0GgFpUEQzr5RuDZC768g0k,Drei Rana;Selena Marie,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,30,235722,FALSE,0.505,0.462,6,-5.692,1,0.0271,0.623,0,0.113,0.113,139.914,4,acoustic
491,5hhhrZMKz1NEZM7jRWufbf,Frank Turner,West Coast vs. Wessex,Bob,30,188952,TRUE,0.415,0.713,0,-5.529,1,0.0345,0.0555,0,0.0811,0.361,83.69,3,acoustic
492,4zESVuAPxaC9bqQKjiWgH6,Harley Poe,Have a Great Life.,Psycho,30,241250,FALSE,0.458,0.823,6,-4.268,0,0.0616,0.382,0,0.205,0.422,131.638,4,acoustic
493,7EcFRiCKqijYsuA5UbNnQZ,Frank Turner,West Coast vs. Wessex,Perfect Government,30,146129,TRUE,0.474,0.876,7,-5.052,1,0.0341,0.00277,6.15E-06,0.39,0.607,91.948,4,acoustic
494,4WbTMyywJtvUNhmVKa0oSM,The Bridge City Sinners,Unholy Hymns,The Fear,30,161205,TRUE,0.444,0.674,5,-6.675,1,0.0341,0.586,0.000147,0.109,0.698,111.377,3,acoustic
495,0R7EWhquaAICmyE5MZqt3q,Ben Rector,The Joy of Music,Living My Best Life,59,215213,FALSE,0.566,0.733,4,-5.302,1,0.0699,0.083,1.55E-06,0.362,0.636,178.828,4,acoustic
496,5u2HaXFymnYNePtwI5bU3t,Frank Turner,FTHC (Deluxe),Haven't Been Doing So Well,30,196813,FALSE,0.367,0.892,2,-3.91,1,0.133,0.00012,0.000268,0.276,0.799,81.928,4,acoustic
497,79keCNa2NAa4xMInUQCATJ,The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 2",30,184217,TRUE,0.258,0.729,4,-6.457,0,0.0398,0.395,0.00442,0.131,0.462,116.943,3,acoustic
498,61X73CJcpwGIxgQgKEXbw0,Brandi Carlile;Lucius,In These Silent Days,You and Me On The Rock (feat. Lucius),63,230098,FALSE,0.568,0.686,1,-6.635,1,0.033,0.15,1.81E-06,0.0881,0.725,172.075,4,acoustic
499,78Vs1Oo42MrcbwB8vQhhsz,Get Dead,Dancing with the Curse,Glitch,30,129472,FALSE,0.571,0.696,9,-8.688,1,0.0739,0.14,0,0.0973,0.662,155.133,4,acoustic
500,4dzurJ1Q1LIr8X7doV3yT0,Jonah Baker,A Thousand Years (Acoustic),A Thousand Years - Acoustic,44,249728,FALSE,0.385,0.114,7,-13.005,1,0.0314,0.917,0,0.128,0.269,93.314,4,acoustic
501,0goA2cYxU9k2XfQHzo6WcP,Trevor Hall;Marieme,2 Oceans,2 Oceans,54,213055,FALSE,0.588,0.569,9,-7.721,1,0.0295,0.303,0.0342,0.101,0.209,101.988,4,acoustic
502,4uCVtXasfPk1Z0JwrwTIzH,Ben Woodward,Golden Hour,Golden Hour - Acoustic Piano,28,168571,FALSE,0.276,0.289,2,-10.879,1,0.0325,0.968,0.00321,0.137,0.118,86.465,3,acoustic
503,3HOcPWc2LUUv5te756KfAH,Brandon Chase,Without Me,Without Me,47,202219,FALSE,0.664,0.301,0,-8.135,1,0.0296,0.739,0,0.103,0.268,115.877,4,acoustic
504,4ISCO9MWDxOuteeVAm2ZWh,Aron Wright,You & Me (The Wildfire),You & Me (The Wildfire),41,242347,FALSE,0.506,0.24,2,-14.737,1,0.0305,0.854,0.0749,0.101,0.0621,130.96,4,acoustic
505,6YOOCjjIb0pBZXbJjYgUlP,Sara Farell,Dancing With A Stranger,Dancing With A Stranger,43,188735,FALSE,0.595,0.18,9,-11.391,1,0.0298,0.89,0,0.113,0.261,79.922,3,acoustic
506,1i7JnFAxC15AuF1dsosbYM,Zack Tabudlo,Pero,Pero,65,256648,FALSE,0.644,0.412,5,-9.14,0,0.0307,0.796,0.127,0.0906,0.206,118.49,4,acoustic
507,7JY9axEOxQbeAN8OzwsOwy,Jonah Baker,Good 4 U (Acoustic),Good 4 U (Acoustic),53,174677,FALSE,0.607,0.178,11,-15.471,1,0.0499,0.737,0,0.387,0.422,127.956,4,acoustic
508,0eyE0L7FbNrXaByFzMXT1C,Greg Laswell,Three Flights From Alto Nido,And Then You,47,209583,FALSE,0.63,0.342,7,-13.377,1,0.0245,0.817,0.00432,0.0965,0.552,77.515,4,acoustic
509,0MY3K86lZ9HIat4oBi40dh,Daniel Robinson,Here With Me (Acoustic),Here With Me - Acoustic,55,164478,FALSE,0.689,0.299,7,-9.431,1,0.0301,0.833,0,0.115,0.52,96.825,4,acoustic
510,16x2V0ZWoXD7Rjo6bSAoEK,Boyce Avenue,"Cover Sessions, Vol. 3",I'll Be There For You (Friends Theme),45,138201,FALSE,0.473,0.305,11,-8.48,0,0.0311,0.833,0,0.109,0.524,81.153,4,acoustic
511,0zANeX4R6uWb82gCQAguOD,Zack Tabudlo,Habang Buhay,Habang Buhay,69,244067,FALSE,0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,4,acoustic
512,3BztDPhRhfwdwUndTlg45h,Gabrielle Aplin,Dear Happy,So Far so Good,37,198040,FALSE,0.751,0.565,5,-9.106,1,0.0513,0.0777,0.0121,0.0855,0.679,119.996,4,acoustic
513,27hFQQS3cVUmIK3ser5bpu,Colin & Caroline,More Than Gravity,More Than Gravity,34,266078,FALSE,0.62,0.468,4,-9.648,1,0.0268,0.715,3.93E-05,0.106,0.217,110.969,4,acoustic
514,63F2nWghdifkNHVns5GT8W,Andrew Belle,Fade into You,Fade into You,53,291676,FALSE,0.478,0.398,2,-10.124,1,0.0286,0.0222,0.0183,0.0826,0.371,159.906,3,acoustic
515,76w967eCBrUFBSzef2ExlK,Masaharu Fukuyama,東京にもあったんだ / 無敵のキミ,東京にもあったんだ,31,382786,FALSE,0.376,0.702,3,-5.733,1,0.0299,0.00373,0.00116,0.138,0.241,134.817,4,acoustic
516,4kXcndvaQEROosxdcbJqzK,Masaharu Fukuyama,5年モノ,あの夏も 海も 空も,31,322906,FALSE,0.403,0.631,7,-5.94,1,0.0356,0.0502,3.97E-05,0.193,0.328,78.522,4,acoustic
517,0lczO04vbk2ZiNvAqzUUQ0,Bailey Jehl,21 Guns,21 Guns,47,243979,FALSE,0.44,0.119,10,-12.574,1,0.0318,0.927,1.26E-06,0.137,0.279,145.186,4,acoustic
518,6Fomnvc3pkLvUQYUkhiQPx,Canyon City,Midnight Waves,Waves,45,262954,FALSE,0.407,0.357,1,-11.659,1,0.0436,0.775,0.00105,0.94,0.253,112.207,4,acoustic
519,6cMzeng5QA8fd2qqiMeIyg,Jonah Baker,Running Up That Hill (A Deal With God) [Acoustic],Running Up That Hill (A Deal With God) - Acoustic,51,168042,FALSE,0.385,0.134,5,-14.672,0,0.0476,0.899,0,0.113,0.427,203.816,4,acoustic
520,4jK6bBO2JbkvvgT7FPj8c5,Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Poison's Gone,51,131800,FALSE,0.429,0.258,5,-12.408,1,0.0317,0.868,0.888,0.108,0.0897,108.796,4,acoustic
521,2jHEySxCzzODFWmPzt084L,Masaharu Fukuyama,残響,18 ~eighteen~,31,326600,FALSE,0.609,0.76,0,-5.16,1,0.0283,0.131,0,0.41,0.44,117.135,4,acoustic
522,4XlevPQOF6GkZCS2yWOkNn,Kina Grannis,Build Me Up Buttercup,Build Me Up Buttercup,48,166320,FALSE,0.721,0.0963,0,-15.973,1,0.0502,0.945,1.03E-06,0.133,0.576,124.868,4,acoustic
523,4muAobUpgKTEgqskgNESmC,The Mayries,#Acoustic,Umbrella - Acoustic Version,48,178319,FALSE,0.675,0.278,3,-9.569,1,0.0343,0.845,0,0.114,0.353,123.962,4,acoustic
524,0OwoAzOM3ULaLoiYpC5axn,Gabrielle Aplin,English Rain,Home,51,249386,FALSE,0.403,0.29,2,-10.262,1,0.0328,0.757,0,0.0972,0.248,139.482,4,acoustic
525,2GbTLMvttdfKoz4YDjZJis,Joshua Radin,The Ghost and the Wall,You're My Home,55,200893,FALSE,0.627,0.518,8,-7.178,1,0.0286,0.436,0,0.128,0.337,95.991,4,acoustic
526,5lQBkoXivgiXqKicR2uaTh,Masaharu Fukuyama,vs.2013 ~知覚と快楽の螺旋~,vs.2013 ~知覚と快楽の螺旋~,32,292493,FALSE,0.403,0.925,9,-3.166,1,0.0537,0.000435,0.755,0.323,0.543,169.978,4,acoustic
527,2GzvzxXnyJ9l3obE4JskC2,Ysabelle Cuevas,Ysabelle,I Like Me Better,54,189673,FALSE,0.449,0.209,10,-14.494,1,0.0896,0.896,0,0.156,0.431,93.618,4,acoustic
528,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Waiting for My Rocket to Come,The Remedy (I Won't Worry),60,256440,FALSE,0.589,0.867,10,-4.523,1,0.0385,0.041,0,0.306,0.795,94.52,4,acoustic
529,2E3ObBU2VIrTYOYh8tvi0x,Bailey Pelkman;Randy Rektor,Acoustic Duets,Something Stupid,47,147809,FALSE,0.789,0.261,7,-14.396,1,0.0456,0.803,0,0.0962,0.491,117.961,4,acoustic
530,3BXMHdrjdF5yjJU4G0Z5HZ,Ethan Loukas;Janine Teñoso,Hanap-Hanap,Hanap-Hanap,29,246644,FALSE,0.663,0.239,9,-9.517,1,0.0308,0.827,0,0.109,0.488,83.102,4,acoustic
531,3x3zdepy3au5Uo81WIA9MG,John Frusciante,The Will To Death,The Will To Death,51,228426,FALSE,0.498,0.113,6,-16.097,0,0.0333,0.691,0.000287,0.108,0.296,168.383,4,acoustic
532,1tPYm2PqXjYL6lM0AfH5aT,Adam Christopher,Boulevard of Broken Dreams (Acoustic),Boulevard of Broken Dreams (Acoustic),41,207400,FALSE,0.586,0.149,5,-13.369,1,0.0348,0.881,0,0.187,0.341,75.121,4,acoustic
533,14UvqLsdqw2dsmVkmTYptE,Kina Grannis,The Living Room Sessions Vol. 3,Can't Help Falling In Love,48,188354,FALSE,0.444,0.143,0,-11.449,1,0.0302,0.925,6.92E-05,0.118,0.132,100.341,3,acoustic
534,3XnDbrxxtA40HPIIRWLgRT,Penny and Sparrow,Finch,Eloise,61,168712,FALSE,0.606,0.415,7,-8.317,0,0.0475,0.695,0.00149,0.174,0.405,137.775,4,acoustic
535,5bC6ONDsL88snGN6QasjZH,Sonny Boy Williamson II,More Real Folk Blues,Help Me,60,188200,FALSE,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,4,acoustic
536,2XshyXPcxtwvyFMys4JCqQ,Shannon & Keast,Acoustic Love,Everytime We Touch (Acoustic),45,181496,FALSE,0.526,0.139,9,-11.316,1,0.0325,0.879,0,0.109,0.203,100.852,4,acoustic
537,56AecW9Anb0CY6HpgWvcg9,Ray LaMontagne,Gossip In The Grain,Let It Be Me,58,280226,FALSE,0.614,0.283,0,-8.008,1,0.027,0.472,0,0.114,0.331,107.673,3,acoustic
